scenario,sample_idx,target_region_idx,inferred_region,inferred_region_idx,region_role,credible_level,covered
MI_2,13,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,13,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,13,0,Apical,4,Non-diseased,0.500000,0.500000
MI_2,13,0,Apical,4,Non-diseased,0.600000,1.000000
MI_2,13,0,Apical,4,Non-diseased,0.700000,1.000000
MI_2,13,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,13,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,13,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,14,0,Anterior,0,Diseased,0.500000,1.000000
MI_2,14,0,Anterior,0,Diseased,0.600000,1.000000
MI_2,14,0,Anterior,0,Diseased,0.700000,1.000000
MI_2,14,0,Anterior,0,Diseased,0.800000,1.000000
MI_2,14,0,Anterior,0,Diseased,0.900000,1.000000
MI_2,14,0,Anterior,0,Diseased,0.950000,1.000000
MI_2,14,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_2,14,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_2,14,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_2,14,0,Inferior,1,Non-diseased,0.800000,1.000000
MI_2,14,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_2,14,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_2,14,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,14,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,14,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,14,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,14,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,14,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,14,0,Septal,3,Non-diseased,0.500000,0.500000
MI_2,14,0,Septal,3,Non-diseased,0.600000,1.000000
MI_2,14,0,Septal,3,Non-diseased,0.700000,1.000000
MI_2,14,0,Septal,3,Non-diseased,0.800000,1.000000
MI_2,14,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,14,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,14,0,Apical,4,Non-diseased,0.500000,1.000000
MI_2,14,0,Apical,4,Non-diseased,0.600000,1.000000
MI_2,14,0,Apical,4,Non-diseased,0.700000,1.000000
MI_2,14,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,14,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,14,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,15,0,Anterior,0,Diseased,0.500000,1.000000
MI_2,15,0,Anterior,0,Diseased,0.600000,1.000000
MI_2,15,0,Anterior,0,Diseased,0.700000,1.000000
MI_2,15,0,Anterior,0,Diseased,0.800000,1.000000
MI_2,15,0,Anterior,0,Diseased,0.900000,1.000000
MI_2,15,0,Anterior,0,Diseased,0.950000,1.000000
MI_2,15,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_2,15,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_2,15,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_2,15,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_2,15,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_2,15,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_2,15,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,15,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,15,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,15,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,15,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,15,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,15,0,Septal,3,Non-diseased,0.500000,1.000000
MI_2,15,0,Septal,3,Non-diseased,0.600000,1.000000
MI_2,15,0,Septal,3,Non-diseased,0.700000,1.000000
MI_2,15,0,Septal,3,Non-diseased,0.800000,1.000000
MI_2,15,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,15,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,15,0,Apical,4,Non-diseased,0.500000,0.000000
MI_2,15,0,Apical,4,Non-diseased,0.600000,1.000000
MI_2,15,0,Apical,4,Non-diseased,0.700000,1.000000
MI_2,15,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,15,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,15,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,16,0,Anterior,0,Diseased,0.500000,1.000000
MI_2,16,0,Anterior,0,Diseased,0.600000,1.000000
MI_2,16,0,Anterior,0,Diseased,0.700000,1.000000
MI_2,16,0,Anterior,0,Diseased,0.800000,1.000000
MI_2,16,0,Anterior,0,Diseased,0.900000,1.000000
MI_2,16,0,Anterior,0,Diseased,0.950000,1.000000
MI_2,16,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_2,16,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_2,16,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_2,16,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_2,16,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_2,16,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_2,16,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,16,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,16,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,16,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,16,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,16,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,16,0,Septal,3,Non-diseased,0.500000,0.000000
MI_2,16,0,Septal,3,Non-diseased,0.600000,0.000000
MI_2,16,0,Septal,3,Non-diseased,0.700000,0.500000
MI_2,16,0,Septal,3,Non-diseased,0.800000,1.000000
MI_2,16,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,16,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,16,0,Apical,4,Non-diseased,0.500000,1.000000
MI_2,16,0,Apical,4,Non-diseased,0.600000,1.000000
MI_2,16,0,Apical,4,Non-diseased,0.700000,1.000000
MI_2,16,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,16,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,16,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,17,0,Anterior,0,Diseased,0.500000,1.000000
MI_2,17,0,Anterior,0,Diseased,0.600000,1.000000
MI_2,17,0,Anterior,0,Diseased,0.700000,1.000000
MI_2,17,0,Anterior,0,Diseased,0.800000,1.000000
MI_2,17,0,Anterior,0,Diseased,0.900000,1.000000
MI_2,17,0,Anterior,0,Diseased,0.950000,1.000000
MI_2,17,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_2,17,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_2,17,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_2,17,0,Inferior,1,Non-diseased,0.800000,1.000000
MI_2,17,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_2,17,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_2,17,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,17,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,17,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,17,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,17,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,17,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,17,0,Septal,3,Non-diseased,0.500000,1.000000
MI_2,17,0,Septal,3,Non-diseased,0.600000,1.000000
MI_2,17,0,Septal,3,Non-diseased,0.700000,1.000000
MI_2,17,0,Septal,3,Non-diseased,0.800000,1.000000
MI_2,17,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,17,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,17,0,Apical,4,Non-diseased,0.500000,1.000000
MI_2,17,0,Apical,4,Non-diseased,0.600000,1.000000
MI_2,17,0,Apical,4,Non-diseased,0.700000,1.000000
MI_2,17,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,17,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,17,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,18,0,Anterior,0,Diseased,0.500000,1.000000
MI_2,18,0,Anterior,0,Diseased,0.600000,1.000000
MI_2,18,0,Anterior,0,Diseased,0.700000,1.000000
MI_2,18,0,Anterior,0,Diseased,0.800000,1.000000
MI_2,18,0,Anterior,0,Diseased,0.900000,1.000000
MI_2,18,0,Anterior,0,Diseased,0.950000,1.000000
MI_2,18,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_2,18,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_2,18,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_2,18,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_2,18,0,Inferior,1,Non-diseased,0.900000,0.500000
MI_2,18,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_2,18,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,18,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,18,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,18,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,18,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,18,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,18,0,Septal,3,Non-diseased,0.500000,0.000000
MI_2,18,0,Septal,3,Non-diseased,0.600000,1.000000
MI_2,18,0,Septal,3,Non-diseased,0.700000,1.000000
MI_2,18,0,Septal,3,Non-diseased,0.800000,1.000000
MI_2,18,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,18,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,18,0,Apical,4,Non-diseased,0.500000,0.000000
MI_2,18,0,Apical,4,Non-diseased,0.600000,0.000000
MI_2,18,0,Apical,4,Non-diseased,0.700000,0.000000
MI_2,18,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,18,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,18,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,19,0,Anterior,0,Diseased,0.500000,1.000000
MI_2,19,0,Anterior,0,Diseased,0.600000,1.000000
MI_2,19,0,Anterior,0,Diseased,0.700000,1.000000
MI_2,19,0,Anterior,0,Diseased,0.800000,1.000000
MI_2,19,0,Anterior,0,Diseased,0.900000,1.000000
MI_2,19,0,Anterior,0,Diseased,0.950000,1.000000
MI_2,19,0,Inferior,1,Non-diseased,0.500000,0.000000
MI_2,19,0,Inferior,1,Non-diseased,0.600000,0.000000
MI_2,19,0,Inferior,1,Non-diseased,0.700000,0.000000
MI_2,19,0,Inferior,1,Non-diseased,0.800000,0.000000
MI_2,19,0,Inferior,1,Non-diseased,0.900000,1.000000
MI_2,19,0,Inferior,1,Non-diseased,0.950000,1.000000
MI_2,19,0,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,19,0,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,19,0,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,19,0,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,19,0,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,19,0,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,19,0,Septal,3,Non-diseased,0.500000,0.000000
MI_2,19,0,Septal,3,Non-diseased,0.600000,1.000000
MI_2,19,0,Septal,3,Non-diseased,0.700000,1.000000
MI_2,19,0,Septal,3,Non-diseased,0.800000,1.000000
MI_2,19,0,Septal,3,Non-diseased,0.900000,1.000000
MI_2,19,0,Septal,3,Non-diseased,0.950000,1.000000
MI_2,19,0,Apical,4,Non-diseased,0.500000,1.000000
MI_2,19,0,Apical,4,Non-diseased,0.600000,1.000000
MI_2,19,0,Apical,4,Non-diseased,0.700000,1.000000
MI_2,19,0,Apical,4,Non-diseased,0.800000,1.000000
MI_2,19,0,Apical,4,Non-diseased,0.900000,1.000000
MI_2,19,0,Apical,4,Non-diseased,0.950000,1.000000
MI_2,20,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,20,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,20,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,20,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,20,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,20,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,20,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,20,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,20,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,20,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,20,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,20,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,20,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,20,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,20,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,20,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,20,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,20,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,20,1,Septal,3,Non-diseased,0.500000,1.000000
MI_2,20,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,20,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,20,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,20,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,20,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,20,1,Apical,4,Non-diseased,0.500000,1.000000
MI_2,20,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,20,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,20,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,20,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,20,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,21,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,21,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,21,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,21,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,21,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,21,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,21,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,21,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,21,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,21,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,21,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,21,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,21,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,21,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,21,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,21,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,21,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,21,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,21,1,Septal,3,Non-diseased,0.500000,0.500000
MI_2,21,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,21,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,21,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,21,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,21,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,21,1,Apical,4,Non-diseased,0.500000,1.000000
MI_2,21,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,21,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,21,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,21,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,21,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,22,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,22,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,22,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,22,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,22,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,22,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,22,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,22,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,22,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,22,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,22,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,22,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,22,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,22,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,22,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,22,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,22,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,22,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,22,1,Septal,3,Non-diseased,0.500000,1.000000
MI_2,22,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,22,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,22,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,22,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,22,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,22,1,Apical,4,Non-diseased,0.500000,1.000000
MI_2,22,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,22,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,22,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,22,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,22,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,23,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,23,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,23,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,23,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,23,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,23,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,23,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,23,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,23,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,23,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,23,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,23,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,23,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,23,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,23,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,23,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,23,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,23,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,23,1,Septal,3,Non-diseased,0.500000,0.000000
MI_2,23,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,23,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,23,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,23,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,23,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,23,1,Apical,4,Non-diseased,0.500000,0.000000
MI_2,23,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,23,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,23,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,23,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,23,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,24,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,24,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,24,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,24,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,24,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,24,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,24,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,24,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,24,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,24,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,24,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,24,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,24,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,24,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,24,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,24,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,24,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,24,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,24,1,Septal,3,Non-diseased,0.500000,1.000000
MI_2,24,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,24,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,24,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,24,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,24,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,24,1,Apical,4,Non-diseased,0.500000,1.000000
MI_2,24,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,24,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,24,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,24,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,24,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,25,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,25,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,25,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,25,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,25,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,25,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,25,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,25,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,25,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,25,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,25,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,25,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,25,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,25,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,25,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,25,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,25,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,25,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,25,1,Septal,3,Non-diseased,0.500000,1.000000
MI_2,25,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,25,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,25,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,25,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,25,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,25,1,Apical,4,Non-diseased,0.500000,0.000000
MI_2,25,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,25,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,25,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,25,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,25,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,26,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,26,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,26,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,26,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,26,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,26,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,26,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,26,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,26,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,26,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,26,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,26,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,26,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,26,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,26,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,26,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,26,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,26,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,26,1,Septal,3,Non-diseased,0.500000,0.000000
MI_2,26,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,26,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,26,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,26,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,26,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,26,1,Apical,4,Non-diseased,0.500000,0.000000
MI_2,26,1,Apical,4,Non-diseased,0.600000,0.000000
MI_2,26,1,Apical,4,Non-diseased,0.700000,0.500000
MI_2,26,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,26,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,26,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,27,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,27,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,27,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,27,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,27,1,Anterior,0,Non-diseased,0.900000,1.000000
MI_2,27,1,Anterior,0,Non-diseased,0.950000,1.000000
MI_2,27,1,Inferior,1,Diseased,0.500000,1.000000
MI_2,27,1,Inferior,1,Diseased,0.600000,1.000000
MI_2,27,1,Inferior,1,Diseased,0.700000,1.000000
MI_2,27,1,Inferior,1,Diseased,0.800000,1.000000
MI_2,27,1,Inferior,1,Diseased,0.900000,1.000000
MI_2,27,1,Inferior,1,Diseased,0.950000,1.000000
MI_2,27,1,Lateral,2,Non-diseased,0.500000,1.000000
MI_2,27,1,Lateral,2,Non-diseased,0.600000,1.000000
MI_2,27,1,Lateral,2,Non-diseased,0.700000,1.000000
MI_2,27,1,Lateral,2,Non-diseased,0.800000,1.000000
MI_2,27,1,Lateral,2,Non-diseased,0.900000,1.000000
MI_2,27,1,Lateral,2,Non-diseased,0.950000,1.000000
MI_2,27,1,Septal,3,Non-diseased,0.500000,1.000000
MI_2,27,1,Septal,3,Non-diseased,0.600000,1.000000
MI_2,27,1,Septal,3,Non-diseased,0.700000,1.000000
MI_2,27,1,Septal,3,Non-diseased,0.800000,1.000000
MI_2,27,1,Septal,3,Non-diseased,0.900000,1.000000
MI_2,27,1,Septal,3,Non-diseased,0.950000,1.000000
MI_2,27,1,Apical,4,Non-diseased,0.500000,0.500000
MI_2,27,1,Apical,4,Non-diseased,0.600000,1.000000
MI_2,27,1,Apical,4,Non-diseased,0.700000,1.000000
MI_2,27,1,Apical,4,Non-diseased,0.800000,1.000000
MI_2,27,1,Apical,4,Non-diseased,0.900000,1.000000
MI_2,27,1,Apical,4,Non-diseased,0.950000,1.000000
MI_2,28,1,Anterior,0,Non-diseased,0.500000,1.000000
MI_2,28,1,Anterior,0,Non-diseased,0.600000,1.000000
MI_2,28,1,Anterior,0,Non-diseased,0.700000,1.000000
MI_2,28,1,Anterior,0,Non-diseased,0.800000,1.000000
MI_2,28,1,Anterior,0,Non-diseased,0.900000,1.000000
