scenario,scenario_display,sample_idx,target_region,target_region_idx,inferred_region,inferred_region_idx,region_role,method,mse,mae,crps,interval_score,ci_width,coverage,median_mse
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.000446,0.020973,0.020973,,0.000000,,0.000446
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000056,0.007369,0.007369,,0.000000,,0.000056
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.032580,0.179334,0.179334,,0.000000,,0.032580
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Inferior,1,Diseased,Point Estimate,0.095812,0.308489,0.308489,,0.000000,,0.095812
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.000171,0.012644,0.012644,,0.000000,,0.000171
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.014468,0.120101,0.120101,,0.000000,,0.014468
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000022,0.003530,0.003530,,0.000000,,0.000022
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.003639,0.060125,0.060125,,0.000000,,0.003639
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Inferior,1,Diseased,Point Estimate,0.019600,0.139901,0.139901,,0.000000,,0.019600
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.001967,0.042260,0.042260,,0.000000,,0.001967
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.001447,0.038038,0.038038,,0.000000,,0.001447
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000170,0.011317,0.011317,,0.000000,,0.000170
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.006311,0.078787,0.078787,,0.000000,,0.006311
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Inferior,1,Diseased,Point Estimate,0.003572,0.059742,0.059742,,0.000000,,0.003572
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Lateral,2,Non-diseased,Point Estimate,0.003165,0.055679,0.055679,,0.000000,,0.003165
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Septal,3,Non-diseased,Point Estimate,0.001725,0.040932,0.040932,,0.000000,,0.001725
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Apical,4,Non-diseased,Point Estimate,0.000034,0.005275,0.005275,,0.000000,,0.000034
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Anterior,0,Non-diseased,Point Estimate,0.003544,0.059391,0.059391,,0.000000,,0.003544
